customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C5267,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,69.44,2909.4,No
C5268,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,63.82,153.37,No
C5269,0,No,No,0,Yes,No,DSL,No,Yes,No,One year,Yes,Electronic check,79.88,79.88,No
C5270,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,Two year,No,Electronic check,101.06,3053.71,No
C5271,0,No,No,11,No,No phone service,Fiber optic,No,No,No,Month-to-month,No,Credit card,90.42,954.34,Yes
C5272,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,68.46,191.31,Yes
C5273,0,No,No,31,No,No phone service,DSL,No,Yes,Yes,Two year,No,Mailed check,18.57,548.43,No
C5274,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,85.26,85.26,Yes
C5275,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,29.03,165.24,Yes
C5276,0,No,No,31,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,65.88,2105.34,No
C5277,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,62.11,2567.05,No
C5278,0,Yes,No,6,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,29.56,179.7,No
C5279,1,No,No,34,Yes,No,Fiber optic,No,No,No,One year,No,Mailed check,74.31,2601.64,No
C5280,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.86,915.91,Yes
C5281,1,No,No,5,No,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card,57.18,348.64,Yes
C5282,1,No,No,35,Yes,No,DSL,Yes,No,Yes,One year,Yes,Mailed check,84.15,2904.87,No
C5283,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,123.89,1609.65,No
C5284,1,No,Yes,45,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Bank transfer,86.57,3922.49,No
C5285,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.88,327.99,Yes
C5286,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,70.93,2560.78,No
C5287,1,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,77.02,1420.03,Yes
C5288,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Mailed check,100.85,3762.02,No
C5289,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Bank transfer,95.35,3604.91,No
C5290,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,18.0,No
C5291,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,43.59,1086.2,No
C5292,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.25,816.3,No
C5293,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,39.62,484.29,No
C5294,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,Two year,No,Mailed check,18.0,890.46,No
C5295,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,46.86,46.86,No
C5296,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,64.91,480.87,Yes
C5297,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card,51.87,913.12,No
C5298,1,No,No,6,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card,40.08,286.87,No
C5299,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,66.04,2284.24,No
C5300,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.58,1010.37,Yes
C5301,0,No,Yes,10,Yes,No,DSL,No,No,No,One year,No,Credit card,53.29,457.69,No
C5302,1,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,Two year,No,Electronic check,99.29,2877.98,Yes
C5303,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,66.44,748.1,No
C5304,0,No,No,12,No,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,43.21,419.75,Yes
C5305,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.89,36.89,No
C5306,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,59.68,2495.15,No
C5307,0,No,No,17,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer,92.84,1617.7,No
C5308,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Bank transfer,44.41,1414.32,No
C5309,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,79.9,1194.57,No
C5310,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,67.36,372.69,No
C5311,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,114.83,2305.99,No
C5312,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,74.76,1697.48,No
C5313,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Mailed check,47.54,2536.94,No
C5314,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,83.41,719.13,No
C5315,0,No,Yes,32,Yes,Yes,DSL,Yes,No,No,One year,No,Credit card,84.25,2690.62,No
C5316,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,Bank transfer,55.07,2696.62,No
C5317,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.9,918.99,No
C5318,0,Yes,Yes,46,Yes,No,DSL,No,Yes,No,Two year,Yes,Bank transfer,78.4,3626.41,No
C5319,0,Yes,No,15,Yes,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,66.59,997.2,No
C5320,0,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card,27.09,1174.21,No
C5321,0,No,No,14,Yes,No,DSL,No,Yes,No,One year,No,Credit card,71.36,984.12,No
C5322,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Credit card,49.08,692.43,No
C5323,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,27.11,47.63,No
C5324,1,No,Yes,0,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer,56.2,56.2,No
C5325,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Mailed check,97.07,555.62,No
C5326,0,No,No,16,No,No phone service,DSL,No,Yes,No,Month-to-month,No,Electronic check,95.2,1499.7,No
C5327,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,One year,No,Bank transfer,88.67,2519.74,No
C5328,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,Two year,No,Credit card,71.73,1806.03,No
C5329,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card,79.89,3090.93,No
C5330,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card,67.47,306.23,No
C5331,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Mailed check,37.37,,No
C5332,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,42.36,42.36,No
C5333,0,No,No,0,No,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer,49.82,49.82,No
C5334,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Mailed check,100.03,4749.31,No
C5335,0,Yes,No,0,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,91.92,91.92,Yes
C5336,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,38.0,219.24,Yes
C5337,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.33,128.42,Yes
C5338,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,54.93,333.85,No
C5339,1,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card,61.12,2802.44,No
C5340,0,No,Yes,27,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,51.6,,No
C5341,0,No,No,0,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Electronic check,100.14,100.14,No
C5342,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,64.53,2190.97,No
C5343,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,70.4,70.4,No
C5344,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer,70.61,2862.88,No
C5345,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,39.31,597.52,No
C5346,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,67.71,3558.38,Yes
C5347,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Credit card,91.56,3469.65,No
C5348,0,Yes,Yes,23,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,101.82,2343.51,No
C5349,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer,36.3,2072.9,No
C5350,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,27.03,203.34,No
C5351,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,66.55,175.05,No
C5352,0,No,No,13,Yes,Yes,DSL,No,No,Yes,One year,Yes,Credit card,92.73,1145.63,No
C5353,0,No,No,17,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Credit card,73.99,1244.55,No
C5354,1,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,Two year,No,Mailed check,82.01,3007.31,No
C5355,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,One year,No,Mailed check,30.99,495.8,No
C5356,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Electronic check,50.7,2547.2,No
C5357,1,No,No,0,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,18.0,Yes
C5358,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Bank transfer,61.44,270.16,No
C5359,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,414.41,No
C5360,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,98.32,98.32,Yes
C5361,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card,103.87,205.76,Yes
C5362,1,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,68.52,2820.15,No
C5363,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,Two year,Yes,Electronic check,27.19,1092.58,No
C5364,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer,74.39,1319.34,No
C5365,0,No,No,5,Yes,No,DSL,No,No,Yes,Month-to-month,No,Electronic check,111.48,520.43,Yes
C5366,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,76.89,1012.95,No
C5367,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,One year,Yes,Electronic check,94.62,1059.44,No
C5368,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,52.87,684.94,No
C5369,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,43.22,568.79,No
C5370,0,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,63.23,78.47,Yes
C5371,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,18.0,487.78,No
C5372,0,No,Yes,25,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer,121.6,3120.47,No
C5373,0,No,No,0,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,68.49,88.11,Yes
C5374,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,86.67,860.5,No
C5375,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.46,536.87,No
C5376,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,26.42,155.98,No
C5377,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,100.65,2383.35,No
C5378,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.9,1301.12,No
C5379,0,Yes,Yes,27,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,73.72,2056.41,No
C5380,0,Yes,No,0,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,76.08,76.08,No
C5381,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,66.85,373.39,Yes
C5382,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,45.39,997.67,No
C5383,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,61.26,207.13,No
C5384,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,41.25,1848.06,No
C5385,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,85.23,4733.31,No
C5386,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Credit card,79.29,79.29,No
C5387,0,Yes,No,0,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Electronic check,64.46,64.46,No
C5388,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,One year,Yes,Credit card,50.79,314.59,No
C5389,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,117.68,3655.22,No
C5390,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.45,440.69,Yes
C5391,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Bank transfer,26.38,991.85,No
C5392,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer,62.95,181.57,No
C5393,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Credit card,58.55,297.1,No
C5394,0,No,No,0,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.44,92.44,No
C5395,0,Yes,No,42,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.15,3426.1,No
C5396,0,Yes,No,14,Yes,No,DSL,No,No,No,Month-to-month,Yes,Bank transfer,65.74,988.59,No
C5397,1,No,No,25,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,77.51,1941.0,No
C5398,1,No,No,11,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,77.05,932.73,Yes
C5399,0,No,No,6,Yes,No,DSL,No,Yes,No,One year,Yes,Bank transfer,117.59,670.21,No
C5400,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,71.33,971.74,Yes
C5401,0,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,One year,No,Credit card,47.97,2095.4,No
C5402,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,69.96,1008.54,Yes
C5403,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,57.97,No
C5404,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,64.18,64.18,Yes
C5405,0,Yes,Yes,17,No,No phone service,Fiber optic,Yes,No,No,One year,Yes,Mailed check,92.32,1544.26,No
C5406,0,Yes,Yes,38,Yes,No,DSL,No,Yes,Yes,Two year,No,Electronic check,80.05,3099.31,No
C5407,0,No,No,32,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,72.46,2303.1,No
C5408,1,No,Yes,39,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card,81.23,3221.61,No
C5409,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.58,109.88,No
C5410,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,100.63,708.43,No
C5411,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.19,896.54,No
C5412,0,Yes,Yes,8,No,No phone service,Fiber optic,No,Yes,No,One year,No,Electronic check,57.1,577.76,No
C5413,0,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,18.0,236.1,No
C5414,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card,89.45,1965.5,No
C5415,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,77.88,1992.12,No
C5416,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.82,68.82,Yes
C5417,1,Yes,No,1,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,47.8,47.8,No
C5418,1,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer,89.13,89.13,Yes
C5419,0,No,No,6,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,58.57,437.29,Yes
C5420,0,No,No,11,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,64.14,692.01,No
C5421,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.6,63.6,No
C5422,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,One year,No,Electronic check,76.25,,No
C5423,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,36.28,708.11,No
C5424,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Bank transfer,79.06,115.67,No
C5425,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,46.98,46.98,Yes
C5426,1,No,Yes,0,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer,47.85,47.85,No
C5427,0,Yes,No,26,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,87.13,2208.86,Yes
C5428,0,Yes,No,18,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,40.12,727.99,Yes
C5429,1,Yes,No,27,Yes,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer,87.09,2428.85,No
C5430,0,No,No,8,Yes,No,DSL,Yes,No,No,Month-to-month,No,Electronic check,67.53,451.0,No
C5431,0,Yes,Yes,39,Yes,No,DSL,No,No,No,Two year,Yes,Bank transfer,23.79,947.92,No
C5432,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card,99.11,2736.56,No
C5433,0,Yes,Yes,12,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,72.76,,No
C5434,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card,74.85,1525.5,No
C5435,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,One year,No,Credit card,90.18,1880.65,No
C5436,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,102.48,6209.35,No
C5437,0,Yes,No,6,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,70.03,423.64,No
C5438,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,80.43,1836.05,No
C5439,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,74.28,74.28,Yes
C5440,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,56.43,2280.51,No
C5441,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,25.41,155.19,No
C5442,1,No,No,50,Yes,No,DSL,No,No,Yes,Two year,No,Bank transfer,70.37,3534.89,No
C5443,1,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,No,Bank transfer,99.47,5239.62,No
C5444,0,No,No,2,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,79.58,238.1,Yes
C5445,1,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,38.31,621.94,No
C5446,1,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,92.44,1677.66,Yes
C5447,0,No,No,0,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,57.26,57.26,No
C5448,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,One year,No,Mailed check,18.0,195.89,No
C5449,1,Yes,No,8,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,90.45,741.39,No
C5450,0,Yes,No,40,Yes,Yes,DSL,No,No,No,Two year,No,Mailed check,41.37,1602.19,No
C5451,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,Two year,Yes,Electronic check,109.52,6376.38,No
C5452,1,No,Yes,32,No,No phone service,DSL,No,No,No,One year,Yes,Credit card,93.69,2920.29,No
C5453,1,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,59.31,1372.68,No
C5454,0,Yes,No,15,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,76.48,1068.66,No
C5455,0,No,No,0,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,125.6,125.6,Yes
C5456,1,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,90.0,90.0,Yes
C5457,0,No,No,27,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,70.96,1891.43,No
C5458,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,130.0,2786.33,Yes
C5459,1,No,Yes,44,Yes,No,DSL,No,No,Yes,Two year,Yes,Mailed check,67.94,2973.28,No
C5460,0,No,Yes,25,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,Credit card,79.55,1994.29,No
C5461,0,No,Yes,18,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,41.59,738.69,No
C5462,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,23.13,71.63,No
C5463,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Two year,No,Electronic check,57.8,2364.15,No
C5464,0,Yes,Yes,12,Yes,No,DSL,No,No,No,Month-to-month,No,Mailed check,65.96,833.3,Yes
C5465,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,73.23,123.13,Yes
C5466,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,29.51,827.71,No
C5467,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,One year,No,Electronic check,81.52,769.38,No
C5468,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,Two year,No,Bank transfer,44.24,1953.68,No
C5469,0,No,No,16,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Mailed check,80.22,1277.13,No
C5470,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,88.37,3410.4,No
C5471,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,55.11,55.11,No
C5472,1,No,No,23,No,No phone service,Fiber optic,No,No,Yes,One year,No,Electronic check,40.9,985.27,No
C5473,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Credit card,103.59,1758.29,No
C5474,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Credit card,86.82,151.95,Yes
C5475,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Mailed check,68.8,811.69,No
C5476,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,101.71,2095.78,No
C5477,0,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,67.08,919.24,Yes
C5478,0,Yes,Yes,54,Yes,No,DSL,No,Yes,No,Two year,Yes,Credit card,49.49,2663.63,No
C5479,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.96,2045.45,No
C5480,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,62.31,2195.69,No
C5481,0,Yes,No,37,Yes,No,DSL,Yes,Yes,No,One year,Yes,Electronic check,84.29,3127.53,No
C5482,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Credit card,99.74,1555.54,No
C5483,0,No,No,13,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Credit card,65.59,755.01,Yes
C5484,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,No,Electronic check,95.33,3314.42,No
C5485,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.64,139.12,No
C5486,1,Yes,No,7,Yes,No,DSL,No,No,No,One year,Yes,Mailed check,45.46,372.29,No
C5487,0,No,No,4,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,32.34,167.84,No
C5488,0,No,No,14,Yes,No,DSL,No,Yes,No,Month-to-month,No,Electronic check,52.34,766.56,No
C5489,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,33.28,286.01,Yes
C5490,0,No,No,0,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer,115.24,115.24,No
C5491,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card,75.98,1640.38,No
C5492,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Bank transfer,62.61,4266.98,No
C5493,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,108.05,1146.67,Yes
C5494,0,Yes,No,0,Yes,No,DSL,No,Yes,No,Month-to-month,No,Electronic check,32.44,32.44,No
C5495,0,Yes,No,13,No,No phone service,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,61.57,809.46,No
